Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR20736630_1	(0.0, 0.011596220393276782)	(1.0, 0.014352017770781262)	(2.0, 0.01582396351289278)	(3.0, 0.014706334576460409)	(4.0, 0.013337184450811359)	(5.0, 0.01037798298115774)	(6.0, 0.00816240937527517)	(7.0, 0.00708196183203135)	(8.0, 0.00658985515747698)	(9.0, 0.006257409759555803)	(10.0, 0.005887782968446076)	(11.0, 0.005568460415179685)	(12.0, 0.005356307759927356)	(13.0, 0.005408799138546488)	(14.0, 0.005870285842239699)	(15.0, 0.0067079607593700285)	(16.0, 0.009159745569038695)	(17.0, 0.013971455275792546)	(18.0, 0.02196545481133133)	(19.0, 0.03541199630093255)	(20.0, 0.05713686562692619)	(21.0, 0.09021080843853152)	(22.0, 0.1353183997985731)	(23.0, 0.1980652815154191)	(24.0, 0.27894356026362394)	(25.0, 0.3804159565567353)	(26.0, 0.5062268554029179)	(27.0, 0.6437039631472029)	(28.0, 0.7922829974694343)	(29.0, 0.9564935269162885)	(30.0, 1.124282218672347)	(31.0, 1.3027354088511924)	(32.0, 1.48670894234815)	(33.0, 1.6618442399701112)	(34.0, 1.8228331110542162)	(35.0, 1.9888327216556725)	(36.0, 2.1848311551379633)	(37.0, 2.393208805411266)	(38.0, 2.5827092436486634)	(39.0, 2.7454303302272)	(40.0, 2.8890773621000085)	(41.0, 3.0078828490413128)	(42.0, 3.1305573880150024)	(43.0, 3.236544042869359)	(44.0, 3.260084239039264)	(45.0, 3.290636408536375)	(46.0, 3.308616892854204)	(47.0, 3.259915829199528)	(48.0, 3.1960819385171106)	(49.0, 3.1322349249900383)	(50.0, 3.0949288647772657)	(51.0, 3.048454310432351)	(52.0, 2.9658219447819567)	(53.0, 2.863199112440776)	(54.0, 2.757636762896924)	(55.0, 2.6718789730779156)	(56.0, 2.553554657107287)	(57.0, 2.3983726447829237)	(58.0, 2.2981053630572763)	(59.0, 2.2262031100529436)	(60.0, 2.1030802072202155)	(61.0, 1.958866705886475)	(62.0, 1.8130106618301112)	(63.0, 1.6640248193235814)	(64.0, 1.5150214796908452)	(65.0, 1.3394246953651905)	(66.0, 1.1628240134234453)	(67.0, 1.0133438771015852)	(68.0, 0.8845169111255784)	(69.0, 0.7563876430570506)	(70.0, 0.6279981052362031)	(71.0, 0.5120665212742964)	(72.0, 0.4260812688146052)	(73.0, 0.3585051802647989)	(74.0, 0.3028336989576568)	(75.0, 0.2579251374082128)	(76.0, 0.2188824874194569)	(77.0, 0.1945592948518162)	(78.0, 0.1722373360940299)	(79.0, 0.14530707172163893)	(80.0, 0.11664240471404076)	(81.0, 0.08839766873539563)	(82.0, 0.06779698976816177)	(83.0, 0.05196865197371739)	(84.0, 0.03879769022186662)	(85.0, 0.027208031250917232)	(86.0, 0.017267476424918934)	(87.0, 0.009761209282382928)	(88.0, 0.0048926339154583475)	(89.0, 0.002517399032942583)	(90.0, 0.0012466702422044068)	(91.0, 0.0006036508541200286)	(92.0, 0.00020559123292493726)	(93.0, 8.31113494802938e-05)	(94.0, 5.249137861913293e-05)	(95.0, 3.280711163695808e-05)	(96.0, 1.749712620637764e-05)	(97.0, 4.37428155159441e-06)	(98.0, 2.187140775797205e-06)	(99.0, 2.187140775797205e-06)	(100.0, 6.561422327391616e-06)
SRR20736630_2	(0.0, 0.011264064962202938)	(1.0, 0.012871654816031902)	(2.0, 0.013882139867010108)	(3.0, 0.013204108772197892)	(4.0, 0.012051455911017124)	(5.0, 0.00967615988209433)	(6.0, 0.007698933721738708)	(7.0, 0.006666576699960108)	(8.0, 0.006165708568631084)	(9.0, 0.0057413923351034395)	(10.0, 0.005376130422736858)	(11.0, 0.005209903444653863)	(12.0, 0.005306140116175598)	(13.0, 0.005522672627099498)	(14.0, 0.00599510719638801)	(15.0, 0.007191503999169566)	(16.0, 0.009630228743413502)	(17.0, 0.014339264056738342)	(18.0, 0.022046946566797204)	(19.0, 0.035237932156514856)	(20.0, 0.05617596980373209)	(21.0, 0.08714011886584995)	(22.0, 0.13341683468532367)	(23.0, 0.19502142764171357)	(24.0, 0.2735243052384879)	(25.0, 0.3765697212703844)	(26.0, 0.5032171809929862)	(27.0, 0.6379485211234135)	(28.0, 0.782677539106701)	(29.0, 0.9463301862264896)	(30.0, 1.114372537885917)	(31.0, 1.2952887315584565)	(32.0, 1.4797328741210993)	(33.0, 1.6533678887141876)	(34.0, 1.819500817322741)	(35.0, 1.9892163747483986)	(36.0, 2.179736550799391)	(37.0, 2.3845741189363214)	(38.0, 2.5746349836005056)	(39.0, 2.7415268695958326)	(40.0, 2.8806172935067784)	(41.0, 3.001462119376036)	(42.0, 3.1297827848648674)	(43.0, 3.237561295377969)	(44.0, 3.264920943652182)	(45.0, 3.289844054379231)	(46.0, 3.306961058727619)	(47.0, 3.2571760787917627)	(48.0, 3.1997665298348883)	(49.0, 3.140889371637307)	(50.0, 3.0991489025618355)	(51.0, 3.052495988844595)	(52.0, 2.9682626548981172)	(53.0, 2.8636840137131134)	(54.0, 2.754468514718426)	(55.0, 2.666842838100807)	(56.0, 2.5558600838654475)	(57.0, 2.405472787036098)	(58.0, 2.300402026508085)	(59.0, 2.2249415400496453)	(60.0, 2.1065879316545533)	(61.0, 1.9694900442835233)	(62.0, 1.8214889794684965)	(63.0, 1.6684989181139005)	(64.0, 1.5170661410802921)	(65.0, 1.3432867714799213)	(66.0, 1.1708481536896145)	(67.0, 1.0174775200430914)	(68.0, 0.8855807873283951)	(69.0, 0.7602609562333771)	(70.0, 0.6342193501019463)	(71.0, 0.5196539670494823)	(72.0, 0.4333406086798873)	(73.0, 0.36542595214758367)	(74.0, 0.30878192216872313)	(75.0, 0.26104853309394316)	(76.0, 0.2217314783831548)	(77.0, 0.19512422590447542)	(78.0, 0.17141938395100836)	(79.0, 0.14400505574979444)	(80.0, 0.11654042201573964)	(81.0, 0.08978225293853756)	(82.0, 0.06857300285339543)	(83.0, 0.05300234684059491)	(84.0, 0.039371734637789334)	(85.0, 0.027143115763289025)	(86.0, 0.017711921954159104)	(87.0, 0.010865995093635766)	(88.0, 0.006165708568631084)	(89.0, 0.003613249576225098)	(90.0, 0.0021434531384386174)	(91.0, 0.0013254414305038796)	(92.0, 0.0008530068612153681)	(93.0, 0.0006583463210918611)	(94.0, 0.0005577352554100484)	(95.0, 0.0005467992700098513)	(96.0, 0.000566484043730206)	(97.0, 0.0005599224524900878)	(98.0, 0.0006299127590513487)	(99.0, 0.0011942096057015153)	(100.0, 0.0032458004667784775)
SRR20736631_1	(0.0, 0.008326335563773407)	(1.0, 0.009680566426716615)	(2.0, 0.010410103698044086)	(3.0, 0.009748277969863776)	(4.0, 0.008747894525947665)	(5.0, 0.006937156807592954)	(6.0, 0.005829745440637781)	(7.0, 0.0052290785256226486)	(8.0, 0.004580358257406305)	(9.0, 0.004307327841490335)	(10.0, 0.004206852648433259)	(11.0, 0.004080166535448249)	(12.0, 0.0040605083455022995)	(13.0, 0.004104193212048854)	(14.0, 0.004394697574583445)	(15.0, 0.00511112938594695)	(16.0, 0.006605151821839136)	(17.0, 0.010119599335509495)	(18.0, 0.017155047092832196)	(19.0, 0.02857208696477438)	(20.0, 0.04615524574976282)	(21.0, 0.07283796223639868)	(22.0, 0.11265890233691102)	(23.0, 0.165539433291516)	(24.0, 0.23262846709038804)	(25.0, 0.3204437858222731)	(26.0, 0.4300928008541265)	(27.0, 0.5496102272388467)	(28.0, 0.6771896957447336)	(29.0, 0.8190519313680167)	(30.0, 0.9701906484024608)	(31.0, 1.135631790744247)	(32.0, 1.3042990604804965)	(33.0, 1.4704478976603368)	(34.0, 1.628438586012608)	(35.0, 1.7907802870729164)	(36.0, 1.9821942668199568)	(37.0, 2.1859230104464715)	(38.0, 2.37694601063792)	(39.0, 2.5535246097057507)	(40.0, 2.7030666448679184)	(41.0, 2.8297920742328198)	(42.0, 2.9731505165353225)	(43.0, 3.1053540281651624)	(44.0, 3.1539687319014966)	(45.0, 3.200464719610322)	(46.0, 3.2401480523812127)	(47.0, 3.215896398717893)	(48.0, 3.176881444405164)	(49.0, 3.138274943594646)	(50.0, 3.1239484916107036)	(51.0, 3.1005290346550956)	(52.0, 3.036135357122146)	(53.0, 2.9552877746044364)	(54.0, 2.8708077954333806)	(55.0, 2.8017791535598415)	(56.0, 2.7011008258733233)	(57.0, 2.5595050679359743)	(58.0, 2.4677013208883887)	(59.0, 2.402486367864364)	(60.0, 2.292284739270696)	(61.0, 2.1589628950572646)	(62.0, 2.0154340817752305)	(63.0, 1.8641555731678374)	(64.0, 1.7101926295111587)	(65.0, 1.5213626096203468)	(66.0, 1.328828113046387)	(67.0, 1.1639876376196159)	(68.0, 1.015314931301725)	(69.0, 0.8748877435444962)	(70.0, 0.7336349118095374)	(71.0, 0.5991925507691868)	(72.0, 0.5028062612208675)	(73.0, 0.4259492912621858)	(74.0, 0.36109036990051535)	(75.0, 0.3074191428614177)	(76.0, 0.26111973705205127)	(77.0, 0.23334926738840617)	(78.0, 0.2065791811686772)	(79.0, 0.17411040410795012)	(80.0, 0.14020002645118668)	(81.0, 0.10708471336557059)	(82.0, 0.08221710308394407)	(83.0, 0.06267467803434264)	(84.0, 0.04531431206874163)	(85.0, 0.03052698474273272)	(86.0, 0.018808519291619308)	(87.0, 0.01033802366824227)	(88.0, 0.004966969326343318)	(89.0, 0.0023087451969854384)	(90.0, 0.0010331470938260286)	(91.0, 0.0004346644221382235)	(92.0, 0.00016818673620423724)	(93.0, 8.51854897657825e-05)	(94.0, 4.805335320121064e-05)	(95.0, 2.839516325526083e-05)	(96.0, 1.0921216636638781e-05)	(97.0, 6.55272998198327e-06)	(98.0, 6.55272998198327e-06)	(99.0, 0.0)	(100.0, 6.55272998198327e-06)
SRR20736631_2	(0.0, 0.00866292077254381)	(1.0, 0.008844217399906679)	(2.0, 0.00870879100356333)	(3.0, 0.00839862087000276)	(4.0, 0.007806676460179418)	(5.0, 0.006528862881778479)	(6.0, 0.005539376469785956)	(7.0, 0.004956169246823476)	(8.0, 0.0046023131789586)	(9.0, 0.004414463661450086)	(10.0, 0.004250641407808939)	(11.0, 0.0042986959355436755)	(12.0, 0.004342381869847981)	(13.0, 0.004318354605980614)	(14.0, 0.004471255376045683)	(15.0, 0.005336236875270934)	(16.0, 0.007112070104740959)	(17.0, 0.010672473750541868)	(18.0, 0.017068094532692216)	(19.0, 0.027640090634334185)	(20.0, 0.04482832148636324)	(21.0, 0.07128670759776595)	(22.0, 0.10989415203919606)	(23.0, 0.1623413004682302)	(24.0, 0.22866310163231182)	(25.0, 0.31610923632924043)	(26.0, 0.42487629126338544)	(27.0, 0.5423171884536503)	(28.0, 0.6728398386713395)	(29.0, 0.8139323006939554)	(30.0, 0.9624098699107143)	(31.0, 1.1283312326951824)	(32.0, 1.298916068966635)	(33.0, 1.4666482137280163)	(34.0, 1.6219167614323797)	(35.0, 1.7847014741337985)	(36.0, 1.9758689383527248)	(37.0, 2.184742311745186)	(38.0, 2.376859945035231)	(39.0, 2.5457301083852397)	(40.0, 2.7003783158224817)	(41.0, 2.829083631173112)	(42.0, 2.9714102208398248)	(43.0, 3.104156485113603)	(44.0, 3.149596409680226)	(45.0, 3.196421178364296)	(46.0, 3.237420427708887)	(47.0, 3.212200537835012)	(48.0, 3.174905855719426)	(49.0, 3.137622095087416)	(50.0, 3.1206894269510674)	(51.0, 3.0947181390071576)	(52.0, 3.033972847357021)	(53.0, 2.9543967337250128)	(54.0, 2.8746021904214833)	(55.0, 2.809278612856255)	(56.0, 2.707448884289634)	(57.0, 2.5642835246842783)	(58.0, 2.472798625360917)	(59.0, 2.407468494905543)	(60.0, 2.292716466971708)	(61.0, 2.159496210310728)	(62.0, 2.0145178844317444)	(63.0, 1.8637271449935722)	(64.0, 1.7124602288714836)	(65.0, 1.5279221051832357)	(66.0, 1.3378424207284867)	(67.0, 1.1714973043812666)	(68.0, 1.0236575498053508)	(69.0, 0.8822549176491742)	(70.0, 0.7397404784649532)	(71.0, 0.6083987169790582)	(72.0, 0.5093430452407604)	(73.0, 0.43089402871380356)	(74.0, 0.3655136594339797)	(75.0, 0.31142391987510365)	(76.0, 0.2650360105340767)	(77.0, 0.23375032868204823)	(78.0, 0.20491542774449126)	(79.0, 0.17361227151874106)	(80.0, 0.1412824958368397)	(81.0, 0.10823845512906288)	(82.0, 0.08275863394607662)	(83.0, 0.06335989481824969)	(84.0, 0.046778898453050485)	(85.0, 0.03165701229361509)	(86.0, 0.019759148085837445)	(87.0, 0.011447899084443295)	(88.0, 0.006220877044933125)	(89.0, 0.0034053185790206253)	(90.0, 0.0018348092407808373)	(91.0, 0.0010855954674619953)	(92.0, 0.0007928997076231475)	(93.0, 0.0005919444098233416)	(94.0, 0.0005526270689494664)	(95.0, 0.0005941287065385568)	(96.0, 0.0005919444098233416)	(97.0, 0.0006946063554384598)	(98.0, 0.0008409542353578837)	(99.0, 0.0012952879521226624)	(100.0, 0.003457741700185792)
SRR20736632_1	(0.0, 0.007116088999772937)	(1.0, 0.008091013205848699)	(2.0, 0.008352613102786916)	(3.0, 0.00786086247684841)	(4.0, 0.007446305263121179)	(5.0, 0.006102568087591536)	(6.0, 0.004947525919689461)	(7.0, 0.004424326125813025)	(8.0, 0.00407838527849582)	(9.0, 0.0037653231067500833)	(10.0, 0.0036538215113337937)	(11.0, 0.003472274041873938)	(12.0, 0.0033293232785197207)	(13.0, 0.00340794619836454)	(14.0, 0.0037195788624767344)	(15.0, 0.0042856638853594345)	(16.0, 0.005679433828063053)	(17.0, 0.009043065289787787)	(18.0, 0.015006971136925732)	(19.0, 0.025116449121335975)	(20.0, 0.041652993426151835)	(21.0, 0.06702389490625832)	(22.0, 0.10509454220275347)	(23.0, 0.1583665736743361)	(24.0, 0.22656838287063316)	(25.0, 0.31484190874949586)	(26.0, 0.42521276362765353)	(27.0, 0.5486507477840201)	(28.0, 0.68121470867292)	(29.0, 0.8289171554010315)	(30.0, 0.9898725673997124)	(31.0, 1.1635763284743226)	(32.0, 1.3418516549610005)	(33.0, 1.5180913625775143)	(34.0, 1.6835025498699463)	(35.0, 1.856848934036171)	(36.0, 2.0567970257549817)	(37.0, 2.2666087201452334)	(38.0, 2.4611289713794844)	(39.0, 2.635558922331934)	(40.0, 2.790376028552185)	(41.0, 2.920235360998423)	(42.0, 3.0580499034253235)	(43.0, 3.1875718720700457)	(44.0, 3.233770699770861)	(45.0, 3.271323865304014)	(46.0, 3.290595057711796)	(47.0, 3.248670457835271)	(48.0, 3.2033350527451145)	(49.0, 3.152358810533001)	(50.0, 3.1237758054003253)	(51.0, 3.0867787183366207)	(52.0, 3.0164340771976437)	(53.0, 2.933614122940744)	(54.0, 2.839909897562055)	(55.0, 2.764965100858339)	(56.0, 2.662246400342533)	(57.0, 2.5145310880457195)	(58.0, 2.4190900108922766)	(59.0, 2.3533826925165107)	(60.0, 2.2377269479171473)	(61.0, 2.1006071462001485)	(62.0, 1.9533707189605718)	(63.0, 1.8022431719424934)	(64.0, 1.6529611192793177)	(65.0, 1.4685174673539052)	(66.0, 1.2806644397224949)	(67.0, 1.1217360695481766)	(68.0, 0.9794400206901217)	(69.0, 0.8421015043051909)	(70.0, 0.7033234737332833)	(71.0, 0.5749479702106619)	(72.0, 0.4801616075533811)	(73.0, 0.40310542807492383)	(74.0, 0.3400913020807513)	(75.0, 0.2883917290060651)	(76.0, 0.2435523630647477)	(77.0, 0.213579876512269)	(78.0, 0.1851212385437114)	(79.0, 0.15404374259050455)	(80.0, 0.1217454471182527)	(81.0, 0.08995605636354186)	(82.0, 0.06605182971544965)	(83.0, 0.04701221754430144)	(84.0, 0.03139341714021966)	(85.0, 0.01879659587344603)	(86.0, 0.010040861618000222)	(87.0, 0.004778844018931484)	(88.0, 0.0018969566297104635)	(89.0, 0.0006961702175350382)	(90.0, 0.0002959080801432298)	(91.0, 0.00013866224045359078)	(92.0, 8.577045801253038e-05)	(93.0, 5.146227480751823e-05)	(94.0, 3.144916793792781e-05)	(95.0, 2.001310686959042e-05)	(96.0, 8.577045801253038e-06)	(97.0, 8.577045801253038e-06)	(98.0, 4.288522900626519e-06)	(99.0, 0.0)	(100.0, 4.288522900626519e-06)
SRR20736632_2	(0.0, 0.0063472058856324995)	(1.0, 0.006714600460544109)	(2.0, 0.0070005106355726)	(3.0, 0.006960483211068612)	(4.0, 0.006543054355527016)	(5.0, 0.005425145571165616)	(6.0, 0.004500226154948448)	(7.0, 0.0040556358327791435)	(8.0, 0.003759718801624656)	(9.0, 0.003568158984355567)	(10.0, 0.003479526830096735)	(11.0, 0.0034881041353475896)	(12.0, 0.003533849763352148)	(13.0, 0.0035181247037255814)	(14.0, 0.003759718801624656)	(15.0, 0.004468776035695314)	(16.0, 0.005965515801969463)	(17.0, 0.009076218506279446)	(18.0, 0.014824442575227257)	(19.0, 0.024999985704491245)	(20.0, 0.04123682454435925)	(21.0, 0.06650699536425242)	(22.0, 0.1035194970725657)	(23.0, 0.1546102157992819)	(24.0, 0.22201925776574924)	(25.0, 0.3097322108118648)	(26.0, 0.4173345051838374)	(27.0, 0.5387791406798144)	(28.0, 0.6744721097483362)	(29.0, 0.8240860452389951)	(30.0, 0.983541008954135)	(31.0, 1.155804748510551)	(32.0, 1.332401456769524)	(33.0, 1.5063906642322369)	(34.0, 1.6723014796995197)	(35.0, 1.847287084122207)	(36.0, 2.044655166597)	(37.0, 2.2520972940889212)	(38.0, 2.4494096240795837)	(39.0, 2.625252959027357)	(40.0, 2.7794943507008516)	(41.0, 2.9128242721727626)	(42.0, 3.051008948416658)	(43.0, 3.174330584211697)	(44.0, 3.2219789444310707)	(45.0, 3.2654944730704063)	(46.0, 3.2903543627891336)	(47.0, 3.250226869723885)	(48.0, 3.2042968296564336)	(49.0, 3.1561023810027558)	(50.0, 3.125139738598045)	(51.0, 3.0869807370878677)	(52.0, 3.016189377750813)	(53.0, 2.936188851676091)	(54.0, 2.8443530739060647)	(55.0, 2.7676433739459205)	(56.0, 2.6660952275301764)	(57.0, 2.524126530119779)	(58.0, 2.427034293781854)	(59.0, 2.3550249570991784)	(60.0, 2.243102559982525)	(61.0, 2.1074710616016343)	(62.0, 1.9621886652626572)	(63.0, 1.8117484493661657)	(64.0, 1.66151551834657)	(65.0, 1.479859629540468)	(66.0, 1.2935705663480295)	(67.0, 1.1343328943659112)	(68.0, 0.9900926406149128)	(69.0, 0.8505170113695041)	(70.0, 0.7113959793023906)	(71.0, 0.5829765650865937)	(72.0, 0.48847324538355136)	(73.0, 0.41048981559365527)	(74.0, 0.3454080824519199)	(75.0, 0.2933838670037357)	(76.0, 0.24800849267583905)	(77.0, 0.21603086914977748)	(78.0, 0.18631336555731612)	(79.0, 0.15563234467500875)	(80.0, 0.12383770366096543)	(81.0, 0.09217029267480976)	(82.0, 0.06771925450637323)	(83.0, 0.04854468861808748)	(84.0, 0.032673814802255945)	(85.0, 0.02027817916389572)	(86.0, 0.011609382657031875)	(87.0, 0.006049859303602869)	(88.0, 0.0030878298903077024)	(89.0, 0.001775502186926929)	(90.0, 0.0011021837247348325)	(91.0, 0.0008105553462057719)	(92.0, 0.0006690298095666688)	(93.0, 0.0006304319359378226)	(94.0, 0.0006089886728106857)	(95.0, 0.0005961227149344036)	(96.0, 0.0006332910376881074)	(97.0, 0.0006790366656926661)	(98.0, 0.0008091257953306294)	(99.0, 0.0013509255770096198)	(100.0, 0.003536708865102433)
SRR20736633_1	(0.0, 0.00572063608843887)	(1.0, 0.006511244228879975)	(2.0, 0.0069546461327395295)	(3.0, 0.006541305374904351)	(4.0, 0.006048302580104575)	(5.0, 0.004976622724335548)	(6.0, 0.003942519301096993)	(7.0, 0.0035502213454788783)	(8.0, 0.0033863880996460255)	(9.0, 0.003114334728125417)	(10.0, 0.003000102373232786)	(11.0, 0.003012126831642537)	(12.0, 0.0029760534564132845)	(13.0, 0.003054212436076664)	(14.0, 0.003414946188369183)	(15.0, 0.004110861718833502)	(16.0, 0.005777752265885185)	(17.0, 0.009612051441294421)	(18.0, 0.016820714257939934)	(19.0, 0.028948883621474675)	(20.0, 0.048574302803488956)	(21.0, 0.0781123848870414)	(22.0, 0.1203528042231942)	(23.0, 0.17858274712971292)	(24.0, 0.2557557212034926)	(25.0, 0.3562366048472726)	(26.0, 0.47928589386885334)	(27.0, 0.6155680993703648)	(28.0, 0.7628632057179066)	(29.0, 0.9251828728484316)	(30.0, 1.1002424536640878)	(31.0, 1.2888175257323033)	(32.0, 1.4786040619853014)	(33.0, 1.6608362322423738)	(34.0, 1.8291846622080876)	(35.0, 1.999870346277197)	(36.0, 2.2031994288141767)	(37.0, 2.4214478581230545)	(38.0, 2.6115816006126344)	(39.0, 2.7806560072548367)	(40.0, 2.9136149530633535)	(41.0, 3.006714322300848)	(42.0, 3.1316364207197473)	(43.0, 3.2479159396566386)	(44.0, 3.267063386616865)	(45.0, 3.301036990796314)	(46.0, 3.326473229504841)	(47.0, 3.2850609947416594)	(48.0, 3.241284450843661)	(49.0, 3.1918894787537067)	(50.0, 3.1501240255247387)	(51.0, 3.0845621691028744)	(52.0, 2.9813051386237435)	(53.0, 2.858824005262023)	(54.0, 2.7373258713753)	(55.0, 2.65582409227401)	(56.0, 2.559111373284386)	(57.0, 2.4064097698243603)	(58.0, 2.3067525615816478)	(59.0, 2.255099997425263)	(60.0, 2.1353439069506526)	(61.0, 1.9787553973096748)	(62.0, 1.8190961416023068)	(63.0, 1.6618372684049854)	(64.0, 1.5222558521272986)	(65.0, 1.3533212298141095)	(66.0, 1.172688312525534)	(67.0, 1.0146703953910974)	(68.0, 0.8759306912020931)	(69.0, 0.7424832517706804)	(70.0, 0.6120719880877298)	(71.0, 0.49883014795660185)	(72.0, 0.4198595173505645)	(73.0, 0.3533176675683057)	(74.0, 0.29613986477264015)	(75.0, 0.25154866381738106)	(76.0, 0.21278782213354988)	(77.0, 0.1875995878797247)	(78.0, 0.1631673914484126)	(79.0, 0.13484227660694376)	(80.0, 0.10577465145867276)	(81.0, 0.07881731876131304)	(82.0, 0.05882214748319894)	(83.0, 0.04415230822330315)	(84.0, 0.030585713022501987)	(85.0, 0.018900945562826798)	(86.0, 0.011217316638996134)	(87.0, 0.006009223090272885)	(88.0, 0.0026964847983865824)	(89.0, 0.0011348082624202172)	(90.0, 0.00047646916448636933)	(91.0, 0.00018337299074869736)	(92.0, 7.966203696459803e-05)	(93.0, 4.8097833639002586e-05)	(94.0, 3.1564203325595447e-05)	(95.0, 1.803668761462597e-05)	(96.0, 1.6533630313407136e-05)	(97.0, 1.0521401108531816e-05)	(98.0, 6.012229204875323e-06)	(99.0, 6.012229204875323e-06)	(100.0, 7.5152865060941535e-06)
SRR20736633_2	(0.0, 0.005558473913020736)	(1.0, 0.0058019765560465225)	(2.0, 0.005931243391233051)	(3.0, 0.006051491610011218)	(4.0, 0.005568995632163826)	(5.0, 0.004360501033443254)	(6.0, 0.0036991358301633396)	(7.0, 0.0033624408175844745)	(8.0, 0.0032091243386423124)	(9.0, 0.003135472304640685)	(10.0, 0.0030212364968014273)	(11.0, 0.002934056538187257)	(12.0, 0.002864913812389811)	(13.0, 0.003003199263984703)	(14.0, 0.003449620776198645)	(15.0, 0.004411606526423975)	(16.0, 0.006152199493237932)	(17.0, 0.009825782576910911)	(18.0, 0.0167971730605751)	(19.0, 0.028486803028547586)	(20.0, 0.04735976096578078)	(21.0, 0.07635010341046194)	(22.0, 0.11810028497024128)	(23.0, 0.17621775220846375)	(24.0, 0.2524942035849241)	(25.0, 0.3502319558078176)	(26.0, 0.4706259755512524)	(27.0, 0.6062885128740448)	(28.0, 0.7557780922535917)	(29.0, 0.9211825233884289)	(30.0, 1.093373463370559)	(31.0, 1.2805127600495494)	(32.0, 1.472625823677752)	(33.0, 1.6541044354577605)	(34.0, 1.8205249640412733)	(35.0, 1.9961745434160103)	(36.0, 2.1995849271984214)	(37.0, 2.412419765127572)	(38.0, 2.6029004591858604)	(39.0, 2.766138919279956)	(40.0, 2.900400564853983)	(41.0, 3.0031256119507006)	(42.0, 3.1286827895879235)	(43.0, 3.240433968606677)	(44.0, 3.2692679883669467)	(45.0, 3.3051214978983916)	(46.0, 3.321529367350673)	(47.0, 3.2800031480983676)	(48.0, 3.240010093635484)	(49.0, 3.188428117087855)	(50.0, 3.1409405923896223)	(51.0, 3.0805248810700023)	(52.0, 2.977559337535728)	(53.0, 2.8550925391211046)	(54.0, 2.741019066377197)	(55.0, 2.657626926654539)	(56.0, 2.555560238555631)	(57.0, 2.4105709487638576)	(58.0, 2.3123266509193607)	(59.0, 2.2545984872894325)	(60.0, 2.136653021900868)	(61.0, 1.9861759040246056)	(62.0, 1.830786646411255)	(63.0, 1.669953150692723)	(64.0, 1.526152815164118)	(65.0, 1.3591280392812453)	(66.0, 1.1818926865213712)	(67.0, 1.024705718037287)	(68.0, 0.8864473222916207)	(69.0, 0.7521586208683688)	(70.0, 0.6222890414852146)	(71.0, 0.5114111651553369)	(72.0, 0.43134539178462966)	(73.0, 0.36331796821635154)	(74.0, 0.3038867891879776)	(75.0, 0.25624143870259863)	(76.0, 0.21678649501874758)	(77.0, 0.1901154400937503)	(78.0, 0.16466490458935143)	(79.0, 0.13629985288231675)	(80.0, 0.10751242930682373)	(81.0, 0.08119760972995677)	(82.0, 0.06091925073575375)	(83.0, 0.04571987588219354)	(84.0, 0.03243545391267562)	(85.0, 0.02087659388262439)	(86.0, 0.012668149848279816)	(87.0, 0.007323116523590325)	(88.0, 0.0038299057680845953)	(89.0, 0.0020457228219635535)	(90.0, 0.0012145070096594792)	(91.0, 0.0008477499423860721)	(92.0, 0.0007365203400162683)	(93.0, 0.0005922224774824688)	(94.0, 0.0005606573200532002)	(95.0, 0.0005606573200532002)	(96.0, 0.0005937255802171959)	(97.0, 0.0006688807169535499)	(98.0, 0.0007725948056497182)	(99.0, 0.0012791404272527436)	(100.0, 0.0037953344051858727)
